empresa,Nombre,status,partind,naics1,naics2,SectorEconomatica
ALPN_old,"Alpine Immune Sciences, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ALRM,Alarm.Com Hldg Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
ALRN,"Aileron Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ALRS,Alerus Financial Corp,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
ALR_old,Alere Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ALSK_old,Alaska Comm Systems Group Inc,cancelado,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
ALSN,Allison Transmission Hldg Inc,activo,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
ALTA_old,Altabancorp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
ALTO,"Alto Ingredients, Inc",activo,,Industrias manufactureras,Fabricación de productos químicos básicos,Química
ALTR,Altair Engineering Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
ALTR_old,Altera Corp,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
ALV,Autoliv Inc,activo,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
ALVR,"Allovir, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ALX,Alexanders Inc,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
ALXA_old,Alexza Pharmaceuticals Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ALXN_old,"Alexion Pharmaceuticals, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ALZN,"Alzamend Neuro, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AL_old,Alcan Inc,cancelado,,Industrias manufactureras,Industrias metálicas básicas,Siderur & Metalur
AM,Antero Midstream Corp,activo,,"Transportes, correos y almacenamiento",Transporte de gas natural por ductos,Petróleo y Gas
AMAM,Ambrx Biopharma Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMAT,Applied Materials Inc,activo,.39,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
AMBA,Ambarella Inc,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
AMBC,Ambac Financial Group Inc,activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
AMBR_old,"Amber Road, Inc",cancelado,,Información en medios masivos,Edición de software,Software y Datos
AMC,AMC Entertainment Hldg Inc,activo,,Información en medios masivos,Industria fílmica y del video,Otros
AMCC_old,Applied Micro Circuits Corp,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
AMCX,AMC Networks Inc,activo,,Información en medios masivos,Producción de programación de canales para sistemas de televisión por cable o satelitales,Otros
AMD,"Advanced Micro Devices, Inc",activo,.6899999999999999,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
AME,"Ametek, Inc",activo,.1,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
AMED,Amedisys Inc,activo,,Servicios de salud y de asistencia social,Servicios de enfermería a domicilio,Otros
AMG,"Affiliated Managers Group, Inc",activo,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
AMGN,Amgen Inc,activo,.36,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMH,American Homes 4 Rent,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
AMH_old,Amerus Group Co,cancelado,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
AMIC_old,American Independence Corp,cancelado,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
AMIX,"Autonomix Medical, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
AMK,Assetmark Financial Hldg Inc,activo,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
AMKR,"Amkor Technology, Inc",activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
AMLN_old,Amylin Pharmaceuticals Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMLX,"Amylyx Pharmaceuticals, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMN,"AMN Healthcare Services, Inc",activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",Servicios de empleo,Otros
AMNB,American National Bankshares Inc,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
AMP,Ameriprise Financial Inc,activo,.1,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
AMPE_old,"Ampio Pharmaceuticals, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMPH,"Amphastar Pharmaceuticals, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMPL,"Amplitude, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
AMR,"Alpha Metallurgical Resources, Inc",activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de carbón,Minería
AMRB_old,American River Bankshares,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
AMRC,"Ameresco, Inc",activo,,Construcción,Trabajos especializados para la construcción,Construcción
AMRI_old,Albany Molecular Research Inc,cancelado,,"Servicios profesionales, científicos y técnicos",Servicios de investigación científica y desarrollo,Otros
AMRS_old,"Amyris, Inc",cancelado,,Industrias manufactureras,Fabricación de productos químicos básicos,Química
AMRX,"Amneal Pharmaceuticals, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMS,American Shared Hospital Services,activo,,Servicios de salud y de asistencia social,Laboratorios médicos y de diagnóstico,Otros
AMSC,American Superconductor Corp,activo,,Industrias manufactureras,Fabricación de equipo de generación y distribución de energía eléctrica,Electroelectronic
AMSF,Amerisafe Inc,activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
AMST,Amesite Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
AMSWA,"American Software, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
AMT,American Tower Corp,activo,.2,Servicios financieros y de seguros,Otros fondos,Fondos
AMTB,Amerant Bancorp Inc,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
AMTD_old,TD Ameritrade Holding Corp,cancelado,,Servicios financieros y de seguros,"Casas de bolsa, casas de cambio y centros cambiarios",Finanzas y Seguros
AMTG_old,"Apollo Residential Mortgage, Inc",cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
AMTI_old,Applied Molecular Transport Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
AMTX,"Aemetis, Inc",activo,,Industrias manufactureras,Fabricación de productos químicos básicos,Química
AMV_old,"Nxu, Inc",cancelado,,Industrias manufactureras,Fabricación de carrocerías y remolques,Vehículos y Pieza
AMWD,American Woodmark Corp,activo,,Industrias manufactureras,Fabricación de laminados y aglutinados de madera,Otros
AMWL,American Well Corp,activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
AMZN,"Amazon.Com, Inc",activo,3.71,Comercio al por menor,Ventas por correo o medio electrónico,Comercio
AM_old,American Greetings Corp,cancelado,,Industrias manufactureras,Impresión e industrias conexas,Otros
AN,"Autonation, Inc",activo,,Comercio al por menor,Comercio al por menor,Comercio
ANAB,"Anaptysbio, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANAC_old,"Anacor Pharmaceuticals, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANAT_old,American National Insurance Co,cancelado,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
ANCB_old,Anchor Bancorp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
ANCX_old,Access National Corp,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
ANDA_old,Andina Acquisition Corp Ii,cancelado,,Corporativos,Corporativos,Otros
ANDE,"Andersons, Inc",activo,,Comercio al por mayor,Comercio al por mayor de material primario para productos rurales,Comercio
ANDV_old,Andeavor,cancelado,,Industrias manufactureras,Fabricación de productos derivados del petróleo y del carbón,Petróleo y Gas
ANDW_old,Andrew Corp,cancelado,,Industrias manufactureras,Industria básica del aluminio,Siderur & Metalur
ANEB,"Anebulo Pharmaceuticals, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANET,"Arista Networks, Inc",activo,.16,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
ANF,Abercrombie & Fitch Co.,activo,,Comercio al por menor,Tienda de ropas,Comercio
ANGI,Angi Inc,activo,,"Servicios profesionales, científicos y técnicos","Servicios de publicidad, relaciones públicas y actividades relacionadas",Otros
ANGO,"Angiodynamics, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
ANH_old,Anworth Mortgage Asset Corp,cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
ANIK,"Anika Therapeutics, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
ANIX,"Anixa Biosciences, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANL,Adlai Nortye Ltd.,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANNX,"Annexon, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANN_old,Ann Inc,cancelado,,Comercio al por menor,Tienda de ropas,Comercio
ANR_old,"Alpha Natural Resources, Inc",cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de carbón,Minería
ANSS,"Ansys, Inc",activo,.07,Información en medios masivos,Edición de software,Software y Datos
ANTH_old,Anthera Pharmaceuticals Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANTX,"An2 Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANVS,"Annovis Bio, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ANV_old,Allied Nevada Gold Corp,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales metálicos,Minería
AOL_old,AOL Inc,cancelado,,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
AOMR,"Angel Oak Mortgage Reit, Inc",activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Servicios inmobiliarios,Otros
AOS,A. O. Smith Corp,activo,.02,Industrias manufactureras,Fabricación de aparatos eléctricos de uso doméstico,Electroelectronic
AOSL,Alpha And Omega Semiconductor Limited,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
AOT_old,Apogent Technologies Inc-Old,cancelado,,Industrias manufactureras,"Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",Maquinaria Indust
AP,Ampco Pittsburgh Corp,activo,,Industrias manufactureras,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
APA,Apache Corp,activo,.02,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
APAM,Artisan Partners Asset Mngmt Inc,activo,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
APCC_old,American Power Conversion Corp,cancelado,,Industrias manufactureras,Fabricación de otros equipos y accesorios eléctricos,Electroelectronic
APCS_old,Alamosa Hldg Inc,cancelado,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
APC_old,Anadarko Petroleum Corp,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
APD,"Air Products And Chemicals, Inc",activo,.12,Industrias manufactureras,Fabricación de productos químicos básicos,Química
APDN,Applied Dna Sciences Inc,activo,,"Servicios profesionales, científicos y técnicos","Servicios de arquitectura, ingeniería y actividades relacionadas",Otros
APEI,"American Public Education, Inc",activo,,Servicios educativos,Servicios educativos,Otros
APEN_old,"Apollo Endosurgery, Inc",cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
APEX_old,Apex Global Brands Inc,cancelado,,Industrias manufactureras,Confección de prendas de vestir,Textil
APGE,"Apogee Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
APH,Amphenol Corp,activo,.15,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
API,Agora Inc,activo,,Industrias manufactureras,Otras industrias manufactureras,Otros
APIC_old,Apigee Corp,cancelado,,Información en medios masivos,Edición de software,Software y Datos
APKT_old,Acme Packet Inc,cancelado,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
